,"index","category","uid","model_id","part","sentences","aspect","sentiment","train_test"
477,2252,"Кофемашины",359051,9321272,"minuses","значительных недостатков пока не обнаружили","general","positive","train"
478,2265,"Кофемашины",359059,9321272,"minuses","я считаю что недостатков просто нет","general","positive","test"
479,3221,"Кофемашины",1648507,9321272,"comment","в целом модель очень удачная","general","positive","test"
480,3227,"Кофемашины",1976245,9321272,"comment"," но то чудо которое купил я, а именно модель 1514, никуда не годное","general","negative","test"
481,3233,"Кофемашины",1976246,9321272,"comment"," советую всем эту модель, не знаю как другие модели, эта хорошая","general","positive","test"
482,3236,"Кофемашины",1414488,9321272,"comment","не рекомендую","general","negative","test"
483,3248,"Кофемашины",359168,9321272,"comment","очень доволен покупкой","general","positive","test"
484,3251,"Кофемашины",359169,9321272,"comment"," работает без нареканий","general","positive","test"
485,3260,"Кофемашины",359172,9321272,"comment","считаю кофеварку очень достойным вариантом","general","positive","test"
486,3268,"Кофемашины",359176,9321272,"comment"," покупкой довольны","general","positive","test"
487,3269,"Кофемашины",359178,9321272,"comment","в целом, мы довольны","general","positive","test"
488,3273,"Кофемашины",359180,9321272,"comment","доволен и рекомендую к покупке","general","positive","test"
489,3289,"Кофемашины",359186,9321272,"comment"," если не кофейный гурман, то можно покупать","general","positive","test"
490,3297,"Кофемашины",359190,9321272,"comment","моя оцнека как кофемана выше всяких похвал","general","positive","test"
491,3309,"Кофемашины",359194,9321272,"comment","эту кофеварку я купила себе 7 месяцев назад и до сих пор наслаждаюсь тем, как она работает","general","positive","test"
492,3320,"Кофемашины",359195,9321272,"comment","рекомендую к приобретению","general","positive","test"
493,3336,"Кофемашины",359201,9321272,"comment","пришел к неутешительному выводу, что эту кофеварку надо менять :(","general","negative","test"
494,3353,"Кофемашины",359044,9321272,"comment"," тем, кто любит кофе можно только порекомендовать","general","positive","test"
496,3382,"Кофемашины",359047,9321272,"comment","на данный момент аппаратом полностью доволен и надеюсь, что он долго проживет при должном уходе","general","positive","test"
497,3389,"Кофемашины",359049,9321272,"comment","купил этот агрегат недавно, меньше недели и он мне понравился","general","positive","test"
498,3401,"Кофемашины",359049,9321272,"comment","в общем и в целом, я покупкой остался доволен","general","positive","test"
499,3402,"Кофемашины",359049,9321272,"comment"," чего ожидал, то и получил","general","positive","test"
500,3406,"Кофемашины",359051,9321272,"comment","купили в офис, юзаем каждый день  нареканий никаких","general","positive","test"
501,3411,"Кофемашины",359052,9321272,"comment","недостатков у этой кофеварки просто нет","general","positive","train"
504,3424,"Кофемашины",359055,9321272,"comment"," советую приобрести, не пожалеете (если вы конечно не профи в кофе и не гурман со стажем)","general","positive","test"
505,3432,"Кофемашины",359059,9321272,"comment"," однозначно это верный соратник и друг кофемана","general","positive","test"
506,3453,"Кофемашины",359064,9321272,"comment","я в восторге от качества","general","positive","test"
507,3462,"Кофемашины",359067,9321272,"comment","эта машинка - лучший выбор для неискушенных кофеманов","general","positive","test"
508,3473,"Кофемашины",359070,9321272,"comment","отличная полуавтоматическая кофеварка начального уровня кофемана","general","positive","test"
509,3484,"Кофемашины",359072,9321272,"comment"," короче эта кофемашина лучше айфона)))","general","positive","test"
510,3488,"Кофемашины",359073,9321272,"comment","полазив на просторах нета выяснили,что это встречающийся часто заводской брак-не держит клапан","exploitation","negative","test"
511,3503,"Кофемашины",359075,9321272,"comment"," так что я доволен выбором","general","positive","test"
512,3516,"Кофемашины",359078,9321272,"comment"," сейчас понимаю, что сделала правильный выбор","general","positive","test"
513,3517,"Кофемашины",359078,9321272,"comment","всем рекомендую","general","positive","test"
514,3522,"Кофемашины",359079,9321272,"comment"," кофеваркой довольна и не жалею о сделанном выборе","general","positive","test"
515,3530,"Кофемашины",359081,9321272,"comment"," покупкой довольны на 100%","general","positive","test"
516,3554,"Кофемашины",359086,9321272,"comment","вообщем пока данной кофеваркой доволен","general","positive","test"
518,3729,"Кофемашины",359130,9321272,"comment","кароч vitek приятно удивил","general","positive","test"
519,3747,"Кофемашины",5117744,9321272,"pluses","всё супер","general","positive","test"
520,3748,"Кофемашины",5117749,9321272,"pluses","кофемашина неплохая","general","positive","test"
521,3756,"Кофемашины",4345079,9321272,"pluses","хорошая кофеварка","general","positive","test"
522,3760,"Кофемашины",4345084,9321272,"pluses","отличная кофеварка","general","positive","test"
523,3774,"Кофемашины",4043322,9321272,"pluses","кофеварка супер","general","positive","test"
524,3779,"Кофемашины",4043328,9321272,"pluses","хорошая кофеварка","general","positive","test"
525,3793,"Кофемашины",3514227,9321272,"pluses","обалденная кофеварка","general","positive","test"
526,3794,"Кофемашины",3514229,9321272,"pluses","хорошая кофеварка","general","positive","test"
527,3795,"Кофемашины",3514231,9321272,"pluses","кофеварка очень понравилась","general","positive","test"
528,3798,"Кофемашины",3514233,9321272,"pluses","отличная кофеварка","general","positive","test"
529,3811,"Кофемашины",3151600,9321272,"pluses","не советую брать данную модель","general","positive","test"
530,3829,"Кофемашины",4043303,9321272,"comment","однозначно рекомендую к покупке","general","positive","test"
531,3830,"Кофемашины",4043316,9321272,"comment","отличная кофеварка по все параметрам","general","positive","test"
532,3831,"Кофемашины",4043325,9321272,"comment","отличная покупка)","general","positive","test"
534,3834,"Кофемашины",3741866,9321272,"comment","машина короче очень понравилась","general","positive","test"
535,3846,"Кофемашины",3151609,9321272,"comment","качественная кофеварка","general","positive","test"
536,3860,"Кофемашины",3126298,9321272,"comment","но от этой кофемашины я полностью в восторге","general","positive","test"
537,3877,"Кофемашины",2977485,9321272,"comment","очень крутая)))","general","positive","test"
538,3886,"Кофемашины",359110,9321272,"comment","покупкой довольна","general","positive","test"
539,3887,"Кофемашины",359112,9321272,"comment","кофеварка на 5 баллов","general","positive","test"
540,3893,"Кофемашины",359133,9321272,"comment","хорошая кофеварка","general","positive","test"
541,3903,"Кофемашины",4345069,9321272,"pluses"," остался доволен","general","positive","test"
542,4597,"Кофемашины",359103,9321272,"comment","в целом очень доволен","general","positive","test"
543,1036,"Кофемашины",1976244,9321272,"pluses"," понравился дизайн","aesthetic","positive","test"
544,1051,"Кофемашины",1414489,9321272,"pluses","внешний вид","aesthetic","positive","test"
545,1077,"Кофемашины",359172,9321272,"pluses","отлично выглядит","aesthetic","positive","test"
546,1101,"Кофемашины",359183,9321272,"pluses","выглядит стильно","aesthetic","positive","test"
547,1123,"Кофемашины",359191,9321272,"pluses","классный современный дизайн","aesthetic","positive","test"
548,1130,"Кофемашины",359198,9321272,"pluses"," красивая и стильная","aesthetic","positive","test"
549,1190,"Кофемашины",359051,9321272,"pluses","симпатичный внешний вид,","aesthetic","positive","test"
550,1202,"Кофемашины",359052,9321272,"pluses","красивый дизайн","aesthetic","positive","test"
551,1211,"Кофемашины",359054,9321272,"pluses","солидный вид","aesthetic","positive","test"
552,1232,"Кофемашины",359059,9321272,"pluses"," также несомненным достоинством считаю дизайн","aesthetic","positive","test"
553,1234,"Кофемашины",359059,9321272,"pluses","аппарат не выглядит дешевым","aesthetic","positive","test"
554,1255,"Кофемашины",359065,9321272,"pluses"," красивый внешний вид","aesthetic","positive","test"
555,1265,"Кофемашины",359070,9321272,"pluses","красивый классический внешний вид","aesthetic","positive","test"
556,1294,"Кофемашины",359078,9321272,"pluses","очень респектабельный внешний вид","aesthetic","positive","test"
557,3220,"Кофемашины",1648507,9321272,"comment","хорошо смотрится на кухне, что тоже не маловажно","aesthetic","positive","test"
558,3295,"Кофемашины",359189,9321272,"comment","по моему аппарат выглядит очень сексуально и красиво, приятно на него смотреть","aesthetic","positive","test"
559,3316,"Кофемашины",359194,9321272,"comment"," очень нравится стильный внешний вид, как раз подходит к моей современной кухне в стиле хай-тек","aesthetic","positive","test"
560,3495,"Кофемашины",359074,9321272,"comment","внешне симпатичный","aesthetic","positive","test"
561,3509,"Кофемашины",359076,9321272,"comment"," аппарат выглядит весьма симпатично","aesthetic","positive","test"
562,3525,"Кофемашины",359081,9321272,"comment","отлично вписался в дизайн кухни","aesthetic","positive","test"
563,3533,"Кофемашины",359082,9321272,"comment"," в этот раз купил такую стильную vitek","aesthetic","positive","test"
564,3681,"Кофемашины",3514231,9321272,"pluses","стильный дизайн","aesthetic","positive","test"
565,3682,"Кофемашины",3514253,9321272,"pluses","внешний вид кофемашины","aesthetic","positive","test"
566,3690,"Кофемашины",3083387,9321272,"pluses","стильно выглядит","aesthetic","positive","test"
567,3726,"Кофемашины",359101,9321272,"comment","достаточно стильный дизайн","aesthetic","positive","test"
568,3732,"Кофемашины",359156,9321272,"comment","смотрится очень стильно","aesthetic","positive","test"
569,3738,"Кофемашины",5578507,9321272,"pluses","дизайн","aesthetic","positive","test"
570,3763,"Кофемашины",4043285,9321272,"pluses","просто красивая","aesthetic","positive","test"
571,3805,"Кофемашины",3440866,9321272,"pluses","красивый внешний вид","aesthetic","positive","test"
572,3818,"Кофемашины",3083422,9321272,"pluses","выглядит стильно","aesthetic","positive","test"
573,3823,"Кофемашины",4043279,9321272,"comment","красивая","aesthetic","positive","test"
574,3863,"Кофемашины",3126298,9321272,"comment","очень стильно смотрится","aesthetic","positive","test"
575,3896,"Кофемашины",359152,9321272,"comment","хорошо смотрится на кухне, что тоже не маловажно","aesthetic","positive","test"
576,3906,"Кофемашины",359090,9321272,"pluses","красивый внешний вид","aesthetic","positive","test"
577,1049,"Кофемашины",1414487,9321272,"pluses"," достаточно компактна","construction","positive","test"
578,1062,"Кофемашины",359168,9321272,"pluses","достаточно компактная","construction","positive","test"
579,1115,"Кофемашины",359188,9321272,"pluses","небольшой аппарат","construction","positive","test"
580,1168,"Кофемашины",359046,9321272,"pluses"," хороший пластик, не люфтит не скрипит, не воняет, все ровно подогнано (отличная сборка)","construction","positive","test"
581,1177,"Кофемашины",359046,9321272,"pluses"," габариты устройства идеальны для любой кухни, его можно установить даже на подоконник окна","construction","positive","test"
582,1229,"Кофемашины",359059,9321272,"pluses","также несомненно достоинствами являются малые габариты","construction","positive","test"
583,1266,"Кофемашины",359070,9321272,"pluses"," нержавейка и черный пластик","construction","positive","test"
584,1295,"Кофемашины",359078,9321272,"pluses"," никаких заноз на пластике","construction","positive","test"
585,1310,"Кофемашины",359083,9321272,"pluses","компактная в размерах","construction","positive","test"
586,1321,"Кофемашины",359081,9321272,"pluses","качество деталей","construction","positive","test"
587,2157,"Кофемашины",1648508,9321272,"minuses","местами качество деталей могли бы вывести лучше (рожок, другие мелочи)","construction","negative","test"
588,2187,"Кофемашины",359170,9321272,"minuses","качество сборки","construction","negative","test"
589,2243,"Кофемашины",359046,9321272,"minuses"," место для подогрева чашек имеет пластиковое покрытие ребристое/волной, есть опасение что со временем пластик потрется","construction","negative","test"
590,2244,"Кофемашины",359046,9321272,"minuses"," накладки на основание под стаканы выполнены из алюминия и легко царапаются (опять же чпу и нержавейка выручат)","construction","negative","test"
591,2263,"Кофемашины",359057,9321272,"minuses","качество сборки: если приглядеться, то видно что емкость для воды с разных сторон имеет разный зазор","construction","negative","test"
592,2274,"Кофемашины",359066,9321272,"minuses","местами пластик кажется дешевым, однако на работу аппарата это никак не влияет","construction","negative","test"
593,2275,"Кофемашины",359067,9321272,"minuses","дешёвый пластик у некоторых деталей","construction","negative","test"
594,2280,"Кофемашины",359068,9321272,"minuses","пластик","construction","negative","test"
595,3255,"Кофемашины",359170,9321272,"comment"," есть подозрения, что хромает качество сборки","construction","negative","test"
596,3270,"Кофемашины",359179,9321272,"comment","плохое качество пластика","construction","negative","test"
597,3531,"Кофемашины",359081,9321272,"comment","качество сборки хорошее, ничего нигде не люфтит","construction","positive","test"
598,3543,"Кофемашины",359083,9321272,"comment","пластик дешевым не назвал бы","construction","positive","test"
599,3678,"Кофемашины",4043266,9321272,"pluses","небольшие габариты","construction","positive","test"
600,3680,"Кофемашины",3741864,9321272,"pluses","компактная","construction","positive","test"
601,3689,"Кофемашины",3126296,9321272,"pluses","компактная","construction","positive","test"
602,3692,"Кофемашины",3126296,9321272,"pluses","лёгкая","construction","positive","test"
603,3698,"Кофемашины",3083424,9321272,"pluses","не тяжелая","construction","positive","test"
604,3699,"Кофемашины",359092,9321272,"pluses","занимает мало места","construction","positive","test"
605,3700,"Кофемашины",359099,9321272,"pluses","компактная","construction","positive","test"
606,3705,"Кофемашины",359114,9321272,"pluses","компактный размер","construction","positive","test"
607,3713,"Кофемашины",4043314,9321272,"minuses","сборка не очень качественная","construction","negative","test"
608,3715,"Кофемашины",359121,9321272,"minuses","местами паршивое качество пластика - выходные сопла кривые, дешево сделана выходная трубка молока/пены","construction","negative","test"
609,3728,"Кофемашины",359130,9321272,"comment","пластмасса дешевая, когда протираешь тряпочкой съемные части - цепляется","construction","negative","test"
610,3731,"Кофемашины",359135,9321272,"comment","корпус - пластик, с нашлепками из металла для красоты","construction","negative","test"
611,3739,"Кофемашины",5578511,9321272,"pluses","небольшие размеры","construction","positive","test"
612,3743,"Кофемашины",5117737,9321272,"pluses","компактная","construction","positive","test"
613,3804,"Кофемашины",3440844,9321272,"pluses","компактность","construction","positive","test"
614,3812,"Кофемашины",3151610,9321272,"pluses","занимает мало места","construction","positive","test"
615,3848,"Кофемашины",3151610,9321272,"comment","качество сборки отличное","construction","positive","test"
616,3862,"Кофемашины",3126298,9321272,"comment","стоит она у меня на кухонном столе, места занимает немного","construction","positive","test"
617,3871,"Кофемашины",3083424,9321272,"comment","она очень компактная и идеально стала в выделенный ей уголок","construction","positive","test"
618,3895,"Кофемашины",359152,9321272,"comment","собран очень хорошо, качественные панели из нержавейки","construction","positive","test"
0,4272,"Стиральные машины",1412147,212820707,"pluses","хорошо простирывает и пропаласкивает","functionality","positive","train"
1,4500,"Стиральные машины",3073750,212820707,"minuses"," в общем есть ограничения по отжиму которые с временем стирки по идее не должны быть связаны но по другому она не умеет","functionality","negative","train"
2,4753,"Стиральные машины",5571890,212820707,"comment","отжим на высоте","functionality","positive","train"
3,3573,"Стиральные машины",5115922,212820707,"comment"," можно и дезинфектор в отдел для кондиционера добавить (это такая специальная жидкость для стиралок), и ещё пропарить (anti-allergy vapour)","functionality","positive","train"
4,4265,"Стиральные машины",1412145,212820707,"pluses"," стирка за 14 минут","functionality","positive","train"
5,4081,"Стиральные машины",5571891,212820707,"pluses","большое разнообразие режимов стирки","functionality","positive","train"
6,4107,"Стиральные машины",3223804,212820707,"pluses","в принципе всё делает как должна","functionality","positive","train"
7,4242,"Стиральные машины",1570825,212820707,"pluses"," хорошо выполаскивает","functionality","positive","train"
8,4822,"Стиральные машины",2382914,212820707,"comment","многофункциональная","functionality","positive","train"
9,4792,"Стиральные машины",3014697,212820707,"comment","множество режимов стирки","functionality","positive","train"
10,4468,"Стиральные машины",5571880,212820707,"minuses","жалко что нет программы на 30 минут","functionality","negative","train"
11,4124,"Стиральные машины",3209649,212820707,"pluses","стирает качественно,не портит вещи","functionality","positive","train"
12,4781,"Стиральные машины",3014696,212820707,"comment"," отжим и стирка","functionality","positive","train"
13,3642,"Стиральные машины",3620161,212820707,"comment","понравилась работа системы sensicare, которая подбирает параметры стирки (в первую очередь время) в зависимости от загрузки","functionality","positive","train"
14,1522,"Стиральные машины",3620161,212820707,"pluses","система sensicare","functionality","positive","train"
15,4511,"Стиральные машины",1674875,212820707,"minuses","нет дозагрузки белья","functionality","negative","train"
16,1497,"Стиральные машины",3776207,212820707,"pluses","быстрая стирка 14 мин","functionality","positive","train"
17,4813,"Стиральные машины",2435693,212820707,"comment"," после стирки вещи как новые","functionality","positive","train"
18,2362,"Стиральные машины",3620167,212820707,"minuses"," короткая стирка в 14 минут не дает нормально отстиранных вещей","functionality","negative","train"
19,1371,"Стиральные машины",4864541,212820707,"pluses","набор режимов- то что нужно","functionality","positive","train"
20,1509,"Стиральные машины",3682080,212820707,"pluses"," есть антиалергия, использую для пледов, собачьих ковриков и всего такого","functionality","positive","train"
21,2320,"Стиральные машины",5341433,212820707,"minuses","можно было по больше программ","functionality","negative","train"
22,4284,"Стиральные машины",1412149,212820707,"pluses","качество стирки+","functionality","positive","train"
23,1550,"Стиральные машины",3539093,212820707,"pluses","нормально отжимает","functionality","positive","train"
24,4179,"Стиральные машины",2382912,212820707,"pluses","куча режимов","functionality","positive","train"
25,1417,"Стиральные машины",4338907,212820707,"pluses"," возможность настраивать режим и время стирки","functionality","positive","train"
26,4210,"Стиральные машины",1674874,212820707,"pluses","куча всяких программ и режимов","functionality","positive","train"
27,4121,"Стиральные машины",3209648,212820707,"pluses","можно без проблем постирать куртку","functionality","positive","train"
28,1502,"Стиральные машины",3682079,212820707,"pluses","не сильно мнёт белье при сушке","functionality","positive","train"
29,1344,"Стиральные машины",5341435,212820707,"pluses"," стирает хорошо","functionality","positive","train"
30,4772,"Стиральные машины",3209646,212820707,"comment","отжим отличный","functionality","positive","train"
31,1411,"Стиральные машины",4338905,212820707,"pluses","качество стирки","functionality","positive","train"
32,1474,"Стиральные машины",3887399,212820707,"pluses"," функции все самые нужные","functionality","positive","train"
33,4227,"Стиральные машины",1639369,212820707,"pluses"," выбор программ","functionality","positive","train"
34,4258,"Стиральные машины",1412143,212820707,"pluses","качество стирки","functionality","positive","train"
35,1405,"Стиральные машины",4338902,212820707,"pluses"," есть программа быстрой стирки 14 минут, часто это выручает","functionality","positive","train"
36,4752,"Стиральные машины",5571890,212820707,"comment"," стирает отлично","functionality","positive","train"
37,2377,"Стиральные машины",4864540,212820707,"minuses","нет программ рассчитанных на 1час, только 14 минут, либо 1,45 и т","functionality","negative","train"
38,4467,"Стиральные машины",5571879,212820707,"minuses","отсрочка старта","functionality","negative","train"
39,4065,"Стиральные машины",5571882,212820707,"pluses","отжимает досуха","functionality","positive","train"
40,4176,"Стиральные машины",2382912,212820707,"pluses","стирает хорошо","functionality","positive","train"
41,4785,"Стиральные машины",3014697,212820707,"comment","высокое качество стирки","functionality","positive","train"
42,2352,"Стиральные машины",3776206,212820707,"minuses"," многие режимы стирки строго запрограммированы, в них нельзя ""поиграть"" со временем стирки или заменить один режим на другой в процессе стирки, с lg это было возможно","functionality","negative","train"
43,4062,"Стиральные машины",5571879,212820707,"pluses","прекрасно стирает","functionality","positive","train"
44,3617,"Стиральные машины",4338925,212820707,"comment","свои функции она выполняет, стирает хорошо - отжимает тоже не плохо","functionality","positive","train"
45,1365,"Стиральные машины",4864539,212820707,"pluses","качество стирки","functionality","positive","train"
46,1488,"Стиральные машины",3776205,212820707,"pluses","ещё особенно мне в ней нравится 14 минутная стирка","functionality","positive","train"
47,4154,"Стиральные машины",3014697,212820707,"pluses","большой выбор программ","functionality","positive","train"
48,4203,"Стиральные машины",2053895,212820707,"pluses","стирает и отжимает хорошо","functionality","positive","train"
49,4039,"Стиральные машины",5571870,212820707,"pluses","хорошо стирает","functionality","positive","train"
50,2349,"Стиральные машины",3776206,212820707,"minuses","нет короткой стиркой 30 минут","functionality","negative","train"
51,3636,"Стиральные машины",3682079,212820707,"comment","не думала, что буду так впечатлена работой достаточно бюджетной модели","functionality","positive","train"
52,4494,"Стиральные машины",3014696,212820707,"minuses","то есть нормальные три режима","functionality","negative","train"
53,4047,"Стиральные машины",5571873,212820707,"pluses"," стирает очень хорошо на всех режимах","functionality","positive","train"
54,4087,"Стиральные машины",5571893,212820707,"pluses","стирает","functionality","positive","train"
55,4042,"Стиральные машины",5571871,212820707,"pluses","много программ","functionality","positive","train"
56,3673,"Стиральные машины",3438675,212820707,"comment"," после отжима на 1000 оборотов, белье полусухое, я даже сушить не стала, сразу погладила","functionality","positive","train"
57,4290,"Стиральные машины",333947,212820707,"pluses","достаточно программ стирки","functionality","positive","train"
58,4216,"Стиральные машины",1993905,212820707,"pluses","детский режим","functionality","positive","train"
59,4175,"Стиральные машины",2435694,212820707,"pluses","радует кач-во отжима","functionality","positive","train"
60,4793,"Стиральные машины",3014697,212820707,"comment","функция подачи пара","functionality","positive","train"
61,1498,"Стиральные машины",3682070,212820707,"pluses","большое количество режимов стирки","functionality","positive","train"
62,1482,"Стиральные машины",3776204,212820707,"pluses","качество стирки","functionality","positive","train"
63,3635,"Стиральные машины",3776207,212820707,"comment","белье после стирки не скомкано , мягкое как пух","functionality","positive","train"
64,1383,"Стиральные машины",4338894,212820707,"pluses","есть быстрый режим стирки - 14 минут","functionality","positive","train"
65,4836,"Стиральные машины",1993905,212820707,"comment"," сынуля уляпал шторы пюрешкой, все отстиралось на быстром режиме за 14 минут оптимальный режим для детского белья","functionality","positive","train"
66,3578,"Стиральные машины",5115924,212820707,"comment"," есть короткая стирка 14 и 30 мин- и это здорово","functionality","positive","train"
67,4840,"Стиральные машины",1993907,212820707,"comment","отжимает до суха","functionality","positive","train"
68,1415,"Стиральные машины",4338906,212820707,"pluses","качество стирки отличное","functionality","positive","train"
69,1536,"Стиральные машины",3509727,212820707,"pluses","достаточный набор программ","functionality","positive","train"
70,1549,"Стиральные машины",3539093,212820707,"pluses","хорошо стирает","functionality","positive","train"
71,1362,"Стиральные машины",5341434,212820707,"pluses","возможность регулирования программы по времени и температуре","functionality","positive","train"
72,4096,"Стиральные машины",3438678,212820707,"pluses","есть быстрая стирка","functionality","positive","train"
73,1486,"Стиральные машины",3776205,212820707,"pluses","особенно нравится в ней много режимов","functionality","positive","train"
74,1514,"Стиральные машины",3682080,212820707,"pluses","дополнительный отжим тоже использую часто","functionality","positive","train"
75,4181,"Стиральные машины",2382912,212820707,"pluses","регулировка длительности стирки","functionality","positive","train"
76,4743,"Стиральные машины",5571867,212820707,"comment","есть минимальный режим 15 минут","functionality","positive","train"
77,3671,"Стиральные машины",3509729,212820707,"comment","стирает отлично (у нас вся одежда италия)","functionality","positive","train"
78,4269,"Стиральные машины",1412146,212820707,"pluses","достаточно функций (для меня)","functionality","positive","train"
79,4249,"Стиральные машины",1617429,212820707,"pluses","качество стирки","functionality","positive","train"
80,3734,"Стиральные машины",3438675,212820707,"comment","отжим на пятёрку","functionality","positive","train"
81,1469,"Стиральные машины",3956573,212820707,"pluses","особо хорошо очищают вещи от таких пятен, как свёкла","functionality","positive","train"
82,1403,"Стиральные машины",4338901,212820707,"pluses","качество стирки спустя год устраивает","functionality","positive","train"
83,3572,"Стиральные машины",5115922,212820707,"comment","у кого дети-аллергики - она потрясная","functionality","positive","train"
84,1439,"Стиральные машины",4338914,212820707,"pluses","стирает просто превосходно, даже не ожидал такого","functionality","positive","train"
85,4235,"Стиральные машины",1570824,212820707,"pluses","много функций","functionality","positive","train"
86,4850,"Стиральные машины",1412143,212820707,"comment","при отжиме на 1000 не скачет, только слегка вибрирует, но это не критично","exploitation","positive","train"
87,1505,"Стиральные машины",3887401,212820707,"pluses","тихая","exploitation","positive","train"
88,1339,"Стиральные машины",5341434,212820707,"pluses","понятное управление","exploitation","positive","train"
89,4469,"Стиральные машины",5571881,212820707,"minuses","шумная","exploitation","negative","train"
90,3583,"Стиральные машины",4338894,212820707,"comment","пробыла 45 дней в ремонте, в итоге заменили на такую же новую по расширенной гарантии от магазина, где и была приобретена изначально","exploitation","positive","train"
91,4477,"Стиральные машины",3321192,212820707,"minuses"," при отжиме этот звук перешел просто в ультразвук и звук взлетающего самолета","exploitation","negative","train"
92,3616,"Стиральные машины",4338925,212820707,"comment","гарантия есть","exploitation","positive","train"
93,4128,"Стиральные машины",3209650,212820707,"pluses","в управлении легко разобраться","exploitation","positive","train"
94,1448,"Стиральные машины",4338921,212820707,"pluses","лёгкая в управлении","exploitation","positive","train"
95,2334,"Стиральные машины",4338910,212820707,"minuses"," через год сбилась программа ""детское белье"", это печально,приходится стирать детскую одежду на ""тонкие ткани""","exploitation","negative","train"
96,1459,"Стиральные машины",4338925,212820707,"pluses"," достаточно экономичная","exploitation","positive","train"
97,4144,"Стиральные машины",3125148,212820707,"pluses","объём загрузки","functionality","positive","train"
98,4767,"Стиральные машины",3223804,212820707,"comment","непонятно почему машинка отказывается стирать","exploitation","negative","train"
99,4147,"Стиральные машины",3014697,212820707,"pluses","низкое энергопотребление","exploitation","positive","train"
100,4844,"Стиральные машины",1570824,212820707,"comment","тихая при стирке и при отжиме","exploitation","positive","train"
101,4123,"Стиральные машины",3209649,212820707,"pluses","идеально тихая,нет шума","exploitation","positive","train"
102,2332,"Стиральные машины",4338906,212820707,"minuses","если дверь в ванную не закрыть, то по всем дому слышно как она работает","exploitation","negative","train"
103,4132,"Стиральные машины",3209652,212820707,"pluses","хорошо выполаскивает порошок","functionality","positive","train"
104,4523,"Стиральные машины",1412143,212820707,"minuses","контейнер для порошка нужно вытаскивать с небольшим усилием (заедает)","exploitation","negative","train"
105,4869,"Стиральные машины",1412150,212820707,"comment","тихая","exploitation","positive","train"
106,4864,"Стиральные машины",1412148,212820707,"comment"," с функциями тоже быстро разобралась, все просто, как у всех","exploitation","positive","train"
107,4802,"Стиральные машины",3073734,212820707,"comment","собственно 2 звезды только за то, что сервисный центр у электролюкс адекватный","exploitation","positive","train"
108,4522,"Стиральные машины",1412143,212820707,"minuses"," не знаю в чем причина, но о стирке ночью или поздно вечером можно забыть (хотя и первый этаж), свист от отжима слышно через 2 стенки с закрытыми дверями хотя, может, просто попался такой экземпляр","exploitation","negative","train"
109,3559,"Стиральные машины",5341431,212820707,"comment"," при нажатии кнопок чувствуется что кнопки не совсем правильно расположены","exploitation","negative","train"
110,4240,"Стиральные машины",1570825,212820707,"pluses","вместительная","functionality","positive","train"
112,3581,"Стиральные машины",4338894,212820707,"comment","спустя 2 года использования, постоянно вылезала ошибка e40 (неплотное прилегание двери, лечится надавливанием на дверцу в области ручки)","exploitation","negative","train"
113,4516,"Стиральные машины",1570825,212820707,"minuses","немного подпрыгивает при отжиме на 1000","exploitation","negative","train"
114,1436,"Стиральные машины",4338895,212820707,"pluses","с удобным и понятным управлением","exploitation","positive","train"
115,4095,"Стиральные машины",3438678,212820707,"pluses","простота в использовании","exploitation","positive","train"
116,2344,"Стиральные машины",3956574,212820707,"minuses","время стирки часто меняет, например осталось 40 минут, через 5 мин написано осталось 46 и тд","exploitation","negative","train"
117,3665,"Стиральные машины",3360064,212820707,"comment"," на удивление машинка оказалась тихой,не прыгает во время отжима","exploitation","positive","train"
118,4503,"Стиральные машины",2613101,212820707,"minuses","самое ужасное - это свист и ультразвук при отжиме","exploitation","negative","train"
119,4478,"Стиральные машины",3321192,212820707,"minuses"," в общем поспать с этой машинкой явно не удастся","exploitation","negative","train"
120,4273,"Стиральные машины",1412147,212820707,"pluses"," отжим на 1000 машинку потрясывает, но не сказать чтобы скакала по ванной, я отжимаю на 800, мелкие вещи на 400, этого хватает","exploitation","positive","train"
121,4795,"Стиральные машины",3014697,212820707,"comment"," из незначительных минусов - отмечу только шум при отжиме, но это характерно для всех машин этого сегмента, хоть индезит , хоть бош, или кэнди, шумят одинаково","exploitation","negative","train"
122,1574,"Стиральные машины",3360063,212820707,"pluses","вместимость белья 6 кг","functionality","positive","train"
123,4510,"Стиральные машины",2047536,212820707,"minuses","кнопка включения едва заметна, выглядит не солидно но карточка товара на сайте прекрасна :)","exploitation","negative","train"
124,1382,"Стиральные машины",4338894,212820707,"pluses","простая в управлении","exploitation","positive","train"
125,4532,"Стиральные машины",1412147,212820707,"minuses","лоток для порошка, чтобы достать нужны усилия","exploitation","negative","train"
126,4043,"Стиральные машины",5571872,212820707,"pluses","вместимость","functionality","positive","train"
127,4804,"Стиральные машины",2613100,212820707,"comment"," закрыв дверь из экошпона шум до гостиной доходит едва а до спальни и подавно, при том что кухня объединена с гостиной","exploitation","positive","train"
128,2341,"Стиральные машины",4338925,212820707,"minuses","шум хотелось бы поменьше","exploitation","negative","train"
